ついつい,ぱくぱく
['\u3000一年前に亨に告白され、興味がないと返事したにもかかわらず強引なあたっくを繰り返された。ある日酒の力もあってつい一晩共に過ごし、ついつい情が湧いて彼と付き合うことになった。'],['\u3000口をぱくぱくさせている亨を横目に話を続ける。']
