シャラザー,ブライジ,ブルオー,ヒッキー,メープル,キログラ,スッパリ,バクトク,コンラン
['\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000シャラザードに竜紋を見つけてもらい、学院に通う。『魔探』の娘。\n'],['\u3000\u3000・ブライジル・アーレンス\n'],['映画００７ーダブルオーセブンーで有名なジェームズ・ボンドはMI6所属になっています。\n'],['\u3000ヒッキーやニートだっているんです！\n'],['\u3000メープルシロップをかけて口の中に入れます。\n'],['\u3000シャナ牛の重さは、600から700キログラムです。\n'],['「気がついたら、次々と拘束されている縄がスッパリと斬られたんですわ」\n'],['\u3000\u3000・バクトクル・ヒルフェール\n'],['\u3000\u3000\u3000\u3000・コンラント\n']
