ぬくぬく,じわじわ,どろどろ
['私は自らの生い立ちのせいか、ぬくぬくと育てられた令嬢が大嫌いで、へれん・あしゅふぉーどもそのうちの一人だった。'],['じわじわと真っ黒に染まった泉が私の目も、耳も覆うように広がっていく。'],['同じ女官達や侍女達は召使いを虐めたりして、それなりにどろどろとした職場だったが、自分もそれに同調する事によって攻撃の矛先が私に向く事はなかった。']
