ハッキリ,ジタバタ,キーワー,スッキリ,ピーキー,カップリ,ゲームク,バッチリ,グースカ,ガラクタ,カラフル,カラコロ,キロメー,ホカメラ,ノーラン,コンプリ,ドタバタ
1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
