ブルブル,コツコツ,ガクガク
['？？（（（（ガクガクブルブル））））\n'],['\u3000元々は生産職寄りの性格で、単純作業や地道な作業を繰り返すことが苦でないため、十五年のゲーム歴で単身でコツコツとプレイして宇宙要塞まで建造した、引きこもり系廃人プレイヤー。\n'],['？？（（（（ガクガクブルブル））））\n']
