ペットボ,ペッパー,ハッキリ,スクワー,コンピュー,コントロ,トップク,ノーブラ,スッゲー,ムシチュー,スッキリ,トコノコ,スカウト,ハッスル,ブラウザ,カップル,キーボー,パッチリ,マジカッ,ブラコン,クッキー,コンプラ,ランクス,ギリクラ,スーパー,ツーピー,ヒップラ,オートロ,ランクイ,ピードボ,ブラジャー,キャッパー,タッパー,サンドバ,トップス,タッフル,ピリオド,コンサー,ムズアップ,ドタバタ
3,1,4,1,41,7,25,1,1,2,2,1,18,1,3,13,2,2,1,23,3,2,11,1,7,1,9,2,1,1,1,15,4,1,1,5,1,4,2,1
