ホログラ,ハッキリ,プラスラ,ズタボロ,バックダ,オタマジ,フルスイ,ガシャガシ,ノサウル,ガラクタ,ゴミカス,ベロンベロ,コウモリ,バックス,メチャクチャ,カチャカチ,ガッハッ,ゴキブリ,ポッカリ
1,1,1,2,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1
