トクノシ,パーピー,ガッチリ,バッチリ,ワーウル,ワイポリ,スーパー,コンデブ,パープル,コウモリ,オーラン,グチャグチ,ブーメラ,トロベリ,バリスタ,ブリザー
25,2,2,2,5,7,2,1,5,4,21,1,1,561,7,1
