トームシ,バシキー,ベロチカ,ノーチカ,トーネチ,ボリスラ,コンスタ,グリゴリ,サンドロ,イラトー,ドーチカ,キームシ,プラトー,オーネチ,パーフカ,サンノー,ジームカ,パーネチ,ジームシ,トーチカ
1,1,1,2,2,6,3,3,4,2,5,1,6,1,1,1,1,1,1,1
