もたくさ,しないじ,はっきり,うとする,よろしく,すらいら,ずかしく,しながら,うところ,もだめー,つけたか,くつもや,のこちら,がっぽり,がらがっ,だったか,つけたら,がたくさ,すっかり,どーする,おーくに,かっぷる,おいてく,だっつー,すること,するわー,がさねば,からぱー,もりだっ,ぶつかっ,にたくさ,ひょろだっ,かったら,わなかっ,かったか,けっこう,よろめき,はたから
1,1,1,2,1,1,1,8,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
