ドーラン
"['「ドーラン男爵家は、まともに教育も出来ないのか」\n', '「ソフィアお姉様。お姉様の事ですから、嫌味ではなく本心で仰っているのでしょうけれど……。ドーラン男爵家に、そんな財力はありませんわ」\n', '「花嫁衣装が着たかったでしょうに、ごめんなさい。旦那様が直ぐにドーラン男爵家に婿入りしなかったばかりに。私、なるべく早く後継ぎを産んで、旦那様をクリスプ伯爵家から解放して差し上げますわね！」\n', '\u3000旦那様も、後継ぎが成人したら直ぐに家督を譲ってドーラン男爵家に婿入りするつもりでいる事でしょう。\n', '「じゃあ、ミアは強がっていたのね。可哀想に。旦那様は家督を御親戚に譲って、ドーラン男爵家に婿入りして上げれば良かったのに。『クリスプ伯爵』は、一族の男性なら誰でも出来るけれど、ミアを幸せに出来るのは、旦那様だけなのだから」\n', '\u3000尚、ドーラン男爵家に問題は無いのかと申しますと、経済状況等は平均的で、男爵やお身内にも目立った問題のある方はいないとか。\n', '「ドーラン男爵家に送って上げて」\n', '\u3000ドーラン男爵家に軟禁でもされるのでしょうか？\n', '「ヘンリー・クリスプ元伯爵。並びに、ミア・ドーラン男爵令嬢。窃盗の罪で逮捕する！」\n', 'ドーラン家は、お取り潰しです。\n', '\u3000どうやら、この人が、クリスプ伯爵の恋人であるミア・ドーラン男爵令嬢の様です。\n', '\u3000彼によると、彼女はミア・ドーラン男爵令嬢本人との事。\n', '「先程届きました旦那様からの手紙です。ミアとドーラン男爵領へハネムーン旅行に行くと記されておりました」\n', '「ドーラン男爵領と言えば、確か、一昨日遊びに来たシャーロットが、お父様のお友達がその近くに領地をお持ちだと言っていたような……？\u3000記憶違いかも知れませんけれど」\n']"
