どきしな,だったら,びしてく,くいから,かったか,めたばっ,はっぴー,すること
['俺はどきどきしながら、小説を読もうを見つめる。'],['このまんまだったら、らんきんぐにも載るんじゃねえかって。'],['作者は俺のつたないれびゅーを見て、大喜びしてくれた。'],['ぽいんと評価が利用されないのは、評価出来る場所が分かりにくいからじゃねぇかって。'],['小説を読もう、のぶっくまーくはいつもしてたけど、ぽいんと評価は全くしたことがなかったからだ。'],"['まっ、ついこないだ投稿をし始めたばっかだけどな！', 'ついこないだ投稿をし始めたばっかの新人。']",['俺は、この瞬間が最高にはっぴーだったよ。'],"['だから、俺はれびゅーをすることにした。', 'ぽいんと評価をすることが、らんきんぐに繋がるんなら、分かりやすい場所にできねぇかって。']"
