ペットボ,ハッキリ,ヒーメー,サバゲー,バッサバッ,コントロ,カップラ,スッゲー,サングラ,ランペッ,ツートー,グッショリ,ブラウザ,キーボー,ビショビシ,サンスク,スーパー,フルオー,トログラ,テクノロ,ミリオタ,サーチラ,パラメー,スクトッ,ワイガヤ,ランパサ,ガチムチ,ガッカリ,ビカメラ,サンキュー,グッドタ,ノータッ,ガクブル,メキシコ,コチヒク,スイメー
1,9,1,1,1,2,1,2,1,1,1,1,5,4,1,1,6,1,5,1,1,1,3,5,2,1,2,1,2,1,1,1,1,1,1,1
