タップリ,コンピュー,ドクグラ,コントロ,ガッチリ,スーパー,フルオー,クラタタ,ノコギリ,キロメー,ポッゴポ,ブツクサ,コンバッ,ビカメラ,トクグラ,プルタブ
1,4,5,3,1,1,1,1,1,2,1,1,1,1,1,1
