はたくさ,たたくさ
['\u3000世の中にはたくさんの小説がある。広告代理店が儲けるためだけに設定されたような文学賞もあるが、今日は少し趣向を変えてお届けしたいと思う。'],['\u3000今回お届けするのは綿密な設定に裏打ちされたたくさんのきゃらくたー達が織り成す物語。そして忙しい現代人のために読了時間はかなり短めに設定してみました。']
