はっきり,らんかっ,うとする,しながら,かりする,くださっ,しくじり,うじゃから,だったか,つけたら,おいてく,たらすた,めたとこ,すること,かすこと,ぎたとこ
1,1,3,1,1,1,1,1,1,1,1,1,1,5,1,1
