わしたか,さんぷる,ちらぶら,しながら,だったら,めーぷる,こうどか,うだから,すーぱー,ぷるこそ,ついてく,もじしな,わたしこ,わなかっ
1,1,1,1,2,1,1,1,3,1,1,1,1,1
