さんどろ,ぎーから,ぷらとー,ぐりごり,ばしきー,じーむし,どーちか,きーむし,のーちか,さんのー,ぱーふか,ぼりすら,こんすた,とーねち,おーねち,べろちか,とーむし,とーちか,ぱーねち,じーむか,いらとー
4,1,6,3,1,1,5,1,2,1,1,6,3,2,1,1,1,1,1,1,2
