ばらくす,はっきり,ついてか,うとする,ぎりとっ,ことすら,ことだっ,いらしく,すっかり,どろくさ,からしば,すること,たらしく,しなかっ,しなこと,とぼやい,わなかっ,かってく
1,1,1,1,1,1,4,1,2,1,1,3,1,2,1,1,3,1
