うとする,すっきり,けちがつ,ずたぼろ,だったら,とーすた,いじめら,すっかり,がっかり,ばっかり,うしてく,もりだっ,からこそ,わなかっ,かったか,かってく
5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
