ブランドサ,サンブラ,コンピュー,オロギー,バタフラ,トッキー,コントロ,フルメタ,トップク,サーポト,キーワー,ハッピー,ブラウザ,コンスタ,サンプル,ランプリ,ジリスク,フルカラ,スクトッ,ウトバラ,ランサー,トックス,ブストー,ノープラ,プリンシバ,チラノサ,ピーコン,ギリキー,トークラ,ワークス
4,2,114,2,1,1,1,15,1,1,7,8,1,5,8,2,4,1,5,41,1,6,1,1,4,4,2,1,36,1
