ドキドキ,ゴツゴツ,ヒョロヒョロ,ウキウキ,ニコニコ
['【いいじゃん！！オッサンが相手だなんて斬新だし、このゲームが売れれば、自分も恋される側になれるのかと思えてドキドキしちゃうしね！】'],['生傷が絶えず、炭鉱場で鍛えたゴツゴツとした分厚い手の持ち主。'],['ヒョロヒョロで、日焼けなんかした事の無い真っ白な身体がコンプレックス。'],['なんて、ウキウキと話を進めちゃった、このオッサン。いや、社長さん。'],['貴族のお家で雇われているからか、笑顔が絶えず、ニコニコとお話しするオジ様。']
