ペットボ,パーピー,スッポリ,ピチャピチ,コントロ,ズタボロ,クスポロ,ブルカッ,キーフラ,トップク,ブルカラ,ランペッ,フルスイ,ランバチ,スカウト,ブランケッ,ウロボロ,カップル,キーボー,ヒーカッ,ワイトボ,スクリュー,ノコギリ,サーチラ,ペラドー,ブリゲー,グチャグチ,クダサー,カチャカチ,ノープラ,コンバッ,ドクシボ,ミリグラ,コンパク,イラクサ,スラブク,トッパー,ボードキ,コンプリ,ポッキリ,コンサー,ビシバシ,ウルスラ
4,2,1,1,5,1,1,1,3,1,1,1,2,1,6,1,1,32,3,1,2,1,1,1,1,14,15,1,1,1,1,1,1,1,1,3,2,10,2,1,1,1,1
