うところ,すーぱー,ひたすら
['\u3000でもよ、俺に対して怒りをぶつけるぷれいやーの顔を見てると段々思うところがあるんだ。'],['\u3000こんなすーぱー機能をつけたのにぷれいやーは怒るの。'],"['\u3000簡単に言うとさ、ひたすらすてーじの北を目指すとするだろ？\u3000それで限界まで行ったら急に南から出てくるの。逆の場合も同じな。もちろん右にひたすら進めばなぜか左にわーぷしちまうんだよ。', '\u3000簡単に言うとさ、ひたすらすてーじの北を目指すとするだろ？\u3000それで限界まで行ったら急に南から出てくるの。逆の場合も同じな。もちろん右にひたすら進めばなぜか左にわーぷしちまうんだよ。']"
