バタバタ,ボロボロ
['生命をなくした人の身体が、王城を中心にバタバタと花が開くように倒れて行く。'],['ボロボロになって戦場に転がっていた私を拾って、当時の王を弑し簒奪して戦争を終わらせ、私を助けてくれた義理の父王以外、憎しみの対象でしかないのです。']
