ギリギリ,クスクス
['特にバック走行時などにおいては、やる意味はないし危険なのでやめていただきたいことを前置きした上で、サイドミラーだけで壁ギリギリまで寄せられるというのは危機的状況においては有効かもしれない。'],['今まで以上に運動性や機動性が上がった言うが、それはプリウスベースで2割増しといったところで、そういうのが元から得意なインプレッサなどと比較したら「はッｗ」または「プークスクス」って鼻で笑える程度。']
