マザコン,コンピュー,バタフラ,プリメー,コントロ,ジャースク,トップク,ソロサバ,サングラ,フルスイ,スカウト,グリグラ,ノーボー,カップル,バッチリ,フラワー,ワーバラ,ワイドシ,ムシャクシャ,フルオー,スクリュー,ノコギリ,ガタクタ,ドロボー,バックス,ブリゲー,グチャグチ,ランサー,コンバッ,トーブリ,トップス
1,1,1,1,3,1,1,1,1,2,1,3,2,5,1,2,2,1,1,1,1,3,1,1,1,1,4,1,2,1,2
