コンコン,ガチガチ,パチパチ,カツカツ,イライラ,ゴロゴロ,ダラダラ,ギリギリ,ニヤニヤ
['\u3000コンコン。\n'],['「そうです！\u3000私と勝負です！\u3000ガチガチの勝負ではなくて、ゆるーい勝負ですけど。例えば何回腹筋できるかとかですね」\n'],"['\u3000パチパチパチパチ。\n', '\u3000パチパチパチパチ。\n', '\u3000パチパチパチパチ。\n', '\u3000パチパチパチパチ。\n']","['\u3000カツカツと足で地面を叩くとライはびくりと震えあがる。\n', '\u3000シロは相当怒っているのか地面をカツカツと鳴らしている。\n']","['\u3000俺はそれを見るたびイライラしたよ。\n', '\u3000イライラしながらもな。\n']","['「カーペットでゴロゴロしたり、ベットで気持ちよく寝てました」\n', '\u3000俺は鼻歌を歌いながら温かいカーペットの上をゴロゴロと転がる。\n', '\u3000今日も今日とて俺はお気に入りの歌を鼻で歌いながらカーペットでゴロゴロと転がっている。\n']",['\u3000俺達はライの指示に従いダラダラと横一列に並び始める。\n'],['\u3000ワークは体を伏せギリギリのところで避ける。\n'],['\u3000声はなぜか猫撫で声で顔はニヤニヤとにやけている。\n']
