へとへと,くつくつ,わくわく,もぐもぐ,そろそろ,ことこと,ぱくぱく
['こちとら仕事終わりで、へとへとなんだよ。\n'],['くつくつと煮汁が飴状になってきた。鍋を振るいながらかぼちゃに絡めてゆく。ほぼ水分が飛んだところで火を消して皿に盛りつけた。\n'],['おら、わくわくしてきたぞ。\n'],"['もぐもぐ。\n', 'もぐもぐ。\n', 'もぐもぐ。\n', 'もぐもぐ、もぐもぐ。\n', 'もぐもぐ、もぐもぐ。\n', 'もぐもぐ\n', 'もぐもぐ、ごっくん。\n', 'ぱくっ、もぐもぐ、ずず〜り、おひょ‼︎\n', 'もぐもぐ、ごっくん。\n', 'ぱくっ、もぐもぐ、ずず〜り、おひょ‼︎\n', 'もぐもぐ、ごっくん。\n', 'ぱくぱく、もぐもぐ、ごっくん。\n', 'もぐもぐ、ごっくん。\n']",['液量が2.3割になる。同時に照りが出て来た。えなどり中の糖分の効果だ。皮面は良いが実の部分の火の通りが心配なので、ひっくり返す。そろそろ焦げ付きが心配なので、弱火にする。\n'],['後はふたをして強火の中火でことこと煮込むだけとなる。点火‼︎\n'],['ぱくぱく、もぐもぐ、ごっくん。\n']
