ノーブル,スカウト,トップク,トッパー
"['・基本通貨……単位はノーブル。\n', '一ノーブル：小銅貨\u3000公的取引で扱われる最小単位。\n', '十ノーブル：大銅貨\u3000冒険者ギルド斡旋の食事つき安下宿一週間分の宿賃。\n', '五十ノーブル：小銀貨\u3000駆け出し冒険者の装備一式に必要な値段。\n', '百ノーブル：大銀貨\u3000標準的な白等級冒険者の一か月の収入。ギルド資格再発行手数料。\n', '初回登録には費用は掛からないが、ライセンス紛失時には最低百ノーブル以上の費用がかかる。高次存在に拝み倒して導入したシステムらしく、悪用した者にはもれなく黄金に輝く羊の群れが襲い掛かるらしい。ちなみに逃れた者はいない。\n', '・基本通貨……単位はノーブル。\n', '一ノーブル：小銅貨\u3000公的取引で扱われる最小単位。\n', '十ノーブル：大銅貨\u3000冒険者ギルド斡旋の食事つき安下宿一週間分の宿賃。\n', '五十ノーブル：小銀貨\u3000駆け出し冒険者の装備一式に必要な値段。\n', '百ノーブル：大銀貨\u3000標準的な白等級冒険者の一か月の収入。ギルド資格再発行手数料。\n']",['・斥候……主に屋外や天然の洞窟など自然環境下での偵察や探索に長けた技能者。レンジャーとかスカウトとかアーチャーとかそういう者が含まれる。食料調達や地図作成には欠かせない人材で、いるだけで冒険者の生存性が格段に上昇する。\n'],['第七等級（銀）……大都市を除けば、ギルド内トップクラスの実力者とみなされる。\n'],['\u3000冒険者ギルド、ブリストン支部の副ギルド長。人間。元の階級は一つ星。美少年を多数侍らせてそうなナイスミドルだが、同性愛趣味はない。ギルド長のストッパー兼性欲処理係。恋人だったこともある。一時期は夫婦でもあった。現在も半同棲状態。子供が生まれたら再婚を申し込む予定。ギルド職員をよくまとめている。アダムスが暴走した際にトドメを刺した人。\n']
