ブルメー,ハッキリ
['清掃やら評判やらで苦労が掛かるのはお店の方なのだから。絶対にそのお店は自動ドアの点検依頼を出しただろう。そして異常がなかったと悩む羽目になる。ある意味でトラブルメーカーか、この人は。\n'],['軽く前職について話を聞いたことがある。ハッキリ言おう。私ならそんなブラック企業に勤めたくはない。しかも割と大手企業なだけに、会社だけで判断するのは危険だと思ったわね。現実に夢なんてないのよ。\n']
