パーパッ,プンカー,カップル,コンパク,スカウト,ツンデレ,コンクリ,エンジン,ジャンプス,ピーカー,パラキュー,ゴーグル,シックス,ツーバン,コンビー,トボギー,ポンコツ,メリカン,クスワン,キーパー,ドクグラ,パラパー,トクグラ,コンプリ,ビンエン,パッパラ,ワイトク,シースパ,クーガー,ポンドク,シーカー,ドタバタ,クリアー,グラウン,パラシュー,カービン,ブービー,クスツー,パッチリ,エンゲー,スタブリ,コントロ,クラウン,オイシー,コンピュー,ブラウン,スーパー,メラクル,ピンポイ,クラスタ,ガクブル,スクリーン,プリアー,パーカッ
1,1,1,1,3,1,1,73,1,3,1,5,4,1,1,1,1,1,2,1,133,1,1,1,3,2,1,4,1,1,21,1,3,6,3,2,1,1,1,3,1,8,1,9,7,1,1,2,2,7,2,30,1,1
