チョコチッ,タッパー,リンピー
['『あらあ、懐かしい。チョコチップと――ホイップクリームもいるわね』'],"['\u3000ぶっきらぼうにそう言う僕に、母はタッパーのようなものを差し出した。', '\u3000道中にあったコンビニに車をとめ、母がくれたタッパーを開いた。コンビニのおにぎりよりもひとまわり大きいおにぎりがふたつ、ラップにくるまれ入っている。なんとなく具（なか）の想像はついた。僕が一番好きだった鮭と、母特製のだし巻き卵だろう。くたくたになった海苔は、いくぶんラップに張り付いているように見える。']",['『隠し味にコーヒーね。グリンピースはいれちゃだめ』']
