コントロ,コンクリ,スパワー,メチャクチャ,ジンジャー,カップル,スーパー
['「わたしがまだまだ力のコントロールが下手だから」\n'],['\u3000人の手が入らなくなったせいか、それとも老朽化していたのか、寂しく色あせたようなコンクリートが切ない。\n'],['「スパワールドやスーパー銭湯は手入れが行き届いて、彼が生きていけるだけの垢はないのよ」\n'],['（たしかに紅蜀葵さんは、怒ったらメチャクチャ怖いタイプだろうな）\n'],"['「えっとジンジャーエールで」\n', '\u3000彼がジンジャーエールを飲み始めると、飛輪は観察するような視線を向けてくる。\n', '\u3000彼がジンジャーエールを飲み干した頃、紅蜀葵と甘藍の二名がやってくる。\n']",['\u3000翌朝、鋼征がいつもの時間帯に店に到着すると、中には見慣れない四十代のカップルとおじの圧延がいた。\n'],['「スパワールドやスーパー銭湯は手入れが行き届いて、彼が生きていけるだけの垢はないのよ」\n']
