ぶりから,たらしく,うとする,ぶらうん,きこもり,ばたかつ,がくぶる,すること,さわしく
['\u3000また敵側からは、その戦いぶりから「狂鬼の戦人」と呼ばれ\n'],"['\u3000元々は小さな所領の土豪だったらしく、武家の仕事や付き合いになれているので、いつの間にか家老のように家中の差配を任されている。\n', 'それによると。件の人物は幼少時、大変な腕白小僧であったらしく\n']",['\u3000織田に対抗するには商いの力が必要と明や南蛮商人を駿河に呼ぼうとするも失敗している。\n'],['\u3000 見た目は肩までのうぇーぶの掛かったぶらうんへあ。派手なお姉さんといった感じ。性格は派手好きな少しばとるまにあ。\n'],['\u3000元々は生産職寄りの性格で、単純作業や地道な作業を繰り返すことが苦でないため、十五年のげーむ歴で単身でこつこつとぷれいして宇宙要塞まで建造した、引きこもり系廃人ぷれいやー。\n'],['\u3000｜柴田勝家《しばたかついえ》\u3000通称・｜権六《ごんろく》\n'],['？？（（（（がくがくぶるぶる））））\n'],"['\u3000史実においては織田四天王になるはずが、南蛮船を見て久遠家に仕官することになった。\n', '\u3000わるがき同士で気が合うのか、信長も面白がっていて自由にすることを許されている。\n', '\u3000目的より戦いを楽しんだりすることがあるので、二つ名がばーさくくいーんになった。\n']",['\u3000その通称にふさわしく、彼女の残した作品はでっさん等も含めると膨大な数に及ぶ。\n']
