じめてか,うとする,わんばか,ころから,しながら,わなかっ,すること,いそうだ
['なぜ、王子は彼女が公務をはじめてから断罪劇などを行ったのか。'],['何としてでもその情報を得ようとするだろう。'],['殿下は悪戯が成功したと言わんばかりににんまりと笑っている。'],['最初の頃は意気揚々と妃教育を受けていた男爵令嬢だが、３か月を過ぎるころからさぼりが目立つようになった。'],['妃教育が辛いと涙を流しながらそれらのもとに駆けこんでいたそうだ。'],['誰もが、自分が生きている間に使われることがあるとは思わなかった。'],['立太子の祝賀会の場で国王は『天使の雫』の使用を永久的に禁止することを発表した。'],['確か、伯爵家の出だと聞いていたが祖父母の家が伯爵家なので間違ってはいないそうだ。']
