トンガリ,ガラクタ,ベロンベロ,パッカー,オタマジ,プラスラ,ホログラ,ハッキリ,カチャカチ,ガーシナ,メチャクチャ,ズタボロ
1,1,2,1,1,1,1,1,1,2,1,2
