たっつー,ぱっかーん,もそうだ,どさくさ,うとする,ことする,かったら,しっかり,からずし,こっきり
['・・・ちっ！もう帰ろうよ、な空気作ったっつーのに、面倒臭いことする眼鏡の側近がいやがった。確か、宰相閣下の三男坊だったよな。やつの言葉で王子も復活しちゃったし。'],['突然宣言された赤髪緑目の美少女はぱっかーんと口を開けてきょとんとしてるし！'],"['「それもそうだな。父上に頼めば全く言い逃れできない証拠も揃うだろう。そうしたら貴様の終わりだな、まりえ・びびっと！」', '「それもそうだな！よし、首を洗って待ってろ、まりえ・びびっと！」']",['どさくさに何訳わかんないこと言ってんのかねぇ、この王子様は！'],['側近殿と王子様が何か言おうとするが、掌を出して制止する。'],['・・・ちっ！もう帰ろうよ、な空気作ったっつーのに、面倒臭いことする眼鏡の側近がいやがった。確か、宰相閣下の三男坊だったよな。やつの言葉で王子も復活しちゃったし。'],"['いじめに関しては荒唐無稽な事実無根、もしくはへれん嬢の自作自演である事が隠密の調査でわかった。王子の気を引きたかったらしい。普通に考えりゃ、分かるよなぁ。', 'あの日の婚約破棄がなかったら、この幸せはなかったと、今はそう思う。']",['この国は結構しっかりと貴族以上の子供の継承順位を法で定めてて、長男は跡取り、次男は長男の予備（結婚不可）、三男以降は全て婿入り又は平民落ちと決まっている。当主から特別な指名がない場合はこうなる。'],['流石に自分の存在すら知られていなかった、という事実に少なからずしょっくを受けた王子が呆然と返事する。自分は万人から注目されて敬われている、という謎の自信があったせいでなんか間抜けな図になってしまった。'],['まだ一回こっきりの夜会じゃ、そりゃ見たことないかもしれない。']
