ゴロゴロ,コンコン,パチパチ,トントン,ガチガチ,ギリギリ,カツカツ,ブンブン,ニヤニヤ,イライラ,ダラダラ,ポンポン
"['「カーペットでゴロゴロしたり、ベットで気持ちよく寝てました」\n', '\u3000俺は鼻歌を歌いながら温かいカーペットの上をゴロゴロと転がる。\n', '\u3000今日も今日とて俺はお気に入りの歌を鼻で歌いながらカーペットでゴロゴロと転がっている。\n']",['\u3000コンコン。\n'],"['\u3000パチパチパチパチ。\n', '\u3000パチパチパチパチ。\n', '\u3000パチパチパチパチ。\n', '\u3000パチパチパチパチ。\n']","['「トントン」\n', '「言ってません！\u3000あと最後の方『ン』で終わる言葉が思いつかないからって言葉を作らないでください！\u3000何ですか『トントン』『スルメン』って！」\n']",['「そうです！\u3000私と勝負です！\u3000ガチガチの勝負ではなくて、ゆるーい勝負ですけど。例えば何回腹筋できるかとかですね」\n'],['\u3000ワークは体を伏せギリギリのところで避ける。\n'],"['\u3000カツカツと足で地面を叩くとライはびくりと震えあがる。\n', '\u3000シロは相当怒っているのか地面をカツカツと鳴らしている。\n']",['\u3000ブンブンとライが首を縦にふる。\n'],['\u3000声はなぜか猫撫で声で顔はニヤニヤとにやけている。\n'],"['\u3000俺はそれを見るたびイライラしたよ。\n', '\u3000イライラしながらもな。\n']",['\u3000俺達はライの指示に従いダラダラと横一列に並び始める。\n'],['\u3000俺はライの頭をポンポンと叩き合図する。\n']
