クッキー,カラカン,ワンピー,カップル,カーリン,ベリオン,ポリシー,チンピラ,リンピッ,コンクリ,アームズ,ゴーグル,ワーバラ,トロベリ,カップラ,ピンポー,ブースタ,ワンタッ,キーワー,ホログラ,ハッキリ,チンタラ,ポーカー,メチャクチャ,スーツケ,ブラウン,スーパー,グスカー
3,1,4,1,3,3,1,1,1,6,1,1,1,1,1,2,5,2,1,1,1,1,1,1,1,1,2,1
