がつけば,もそうだ,ぼろいじ,こんすた,まるとこ,しながら,げたこと
"['\u3000気がつけば、おじさんは消えていた。', '\u3000気がつけば、おれは懐かしい街並みの中にいた。']",['\u3000まず、げーむはやめた。その代わりにぼくは勉強をはじめた。算数や理科もそうだけど、とにかく本をたくさん読んだ。難しくて興味がなかった本も、将来のためと思って読むことにした。そしてめんどうくさくなって、全てを投げ出そうとしたとき、またおじさんの声が聞こえた気がして、ぼくはやっぱり頑張った。'],['\u3000気がつくと、目の前にぼろいじゃーじを着たおじさんが立っていた。ぎらぎらと目を光らせて、おじさんはぼくを睨んでいる。'],['\u3000自慢じゃないが、あの『悪夢』に遭遇するまで、おれは自他共に認める楽天家だった。ある意味、大物の素質があったと言うべきかもしれないが、この場合それは悪い方向に作用する。つまるところ、おれはあまりこんすたんとに努力をしない、怠け者の気があったのだ。それはげーむで遊び呆けているこの姿を見れば一目瞭然だ。'],['\u3000自慢じゃないが、あの『悪夢』に遭遇するまで、おれは自他共に認める楽天家だった。ある意味、大物の素質があったと言うべきかもしれないが、この場合それは悪い方向に作用する。つまるところ、おれはあまりこんすたんとに努力をしない、怠け者の気があったのだ。それはげーむで遊び呆けているこの姿を見れば一目瞭然だ。'],['\u3000意味がわからなかった。突然、見ず知らずのみすぼらしい格好の男に話しかけられて、ぼくは困惑しながら怯えていた。――人生を、滅茶苦茶に？\u3000ただの小学生にすぎないぼくが、大の男の人生を、どうやったら滅茶苦茶にできるというのか。'],['\u3000今のおれがあるのは、間違いなく必死で努力したからだ。生半可な覚悟で成し遂げたことではないのだ。だが、今のこの『ぼく』に、そんな覚悟があるとは思えない――']
