わなかっ,いらしく,くること,ぱんつや,くらばか,がりびん,ぼんびしょ,ごしたら,にたくさ,するとこ,はたいそ,うとしな,すーぷか,うようだ,すーつか,にこする,ぽりしー,からじり,めちゃくちゃ,からこそ,はっきり,かったら,よろしく,ちまけた,こんばん,ちんから,すること,たらから,がつうと,たらしく,ばしたら,うだから,がたくさ,てかすれ,ことばか,からぶー,しなくちゃ,はたから,すくうと,わんばか,はたびた,しっかり
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
