しながら,からかん
['しかしながら、これは新しい流行の形であり、文化の一種なのだ。'],['貴方達の気持ちは本当に理解できる。僕も昔は受け入れてたけど、ある程度成長した今となっては趣向も変わって、すっからかんな小説は自然と読めなくなってきた。']
