すべきこ,かってく,からこそ,すること,めたこと,たらでれ
['「お父様、伯爵家のことは伯爵家が決める事。私たちが口出しすべきことではありませんわ」'],['お父様と相談して寄付という形で残してきたはずだったのですが、院長様が最初から私の嫁入り道具として修道院で預かってくれていたそうです。'],['「今だからこそです。私の何が至らなかったのか見つめ直したいのです」'],['何事も吸収することが早い幼子だったからか、最短期間で卒業資格を取得出来た。'],['兄は私にあの人を薦めたことを『人選を間違えた』と頭を抱えているそうです。'],['それを１週間で揃えたお父様の手腕は素晴らしいと言ったらでれでれに照れていました。']
