ブルスパ,ワンピー,カップル,シャーペン,コンパク,スカウト,ポリシー,ジャンキー,ツンデレ,ワーバカ,コンクリ,エンジン,コテンパン,ガンバラ,スレシー,ピーカー,ムシャクシャ,ピードサ,ブルゲー,プスピー,トロベリ,ブルピー,ツーカー,キャッチッ,ハッピー,タッカー,ジャンパー,パキポキ,プスピン,クラシッ,ベントロ,クンドク,ベントク,ジングショ,ジャンピン,グラウン,ブスピー,ハッキリ,ジャングル,ブルスレ,カタコト,コントロ,キンシッ,ポーカー,グスピー,メチャクチャ,ペットボ,ピードボ,トンズラ,ワイトボ,スーパー,クスカー,グスカー,ガンポイ,ジンクス,コンプラ
4,1,5,1,1,36,1,1,4,1,5,6,1,1,2,1,1,3,1,4,4,2,1,1,1,2,1,1,1,1,1,2,1,13,59,20,1,35,1,1,3,104,2,8,2,13,25,4,1,11,15,1,4,1,2,1
