ドロドロ,ポツリポツリ
['同じ女官達や侍女達は召使いを虐めたりして、それなりにドロドロとした職場だったが、自分もそれに同調する事によって攻撃の矛先が私に向く事はなかった。'],['ポツリポツリポツリと、泉に黒い雫が落ちる間隔が短くなっている気がした。']
