こつする,つらぴん,にやりん,たっぽい,しくする,わなかっ,じめじゃん,からぱー,もそうだ,どさぽー
['尻蹴飛ばしたりげんこつすると、ぱわはら扱いになるからめんどいんだよなぁ'],['あいつらぴんちになると百体くらい仲間呼び寄せるから'],['その新人達(￣∇￣*)にやりん♪'],"['下火にはなったっぽいがまだあるのか', '俺を追い出してぎるどにくれーむつければ金が返ってくるってのもあって、だいたい冒険に必要な技術を覚えたと自惚れたからか今回の行動に出たっぽい']",['ばかだなぁ新人には優しくするものだろ'],['まさか形見まで売られるとは思わなかった'],['いじめじゃん'],['つい先日、新人くそ勘違い冒険者どもから「弱いやついらないからぱーてぃから出てけ」と言われる'],['魔物の倒し方もそうだけど、さばいばるの仕方に、怪我をした時の応急処置、魔物との戦闘回避、他にも実践を通して覚えることはある'],['一時期流行ってたのは、経験はあるけどさぽーとの役回りをしてる人材の追放な']
