ワンピー,ピンジメ,ポリシー,リンピッ,ポンコツ,ジンガー,クリスタ,バチカン,ジングサ,ハッピー,ワンパタ,ポングル,リンサバ,ハードボ,グーグル,クスポー,アーガー,オンボー,パンドー,ワーカー,ガーデン,メリオン,カンブリ,オロギー,ギリエン,キーワー,ジリスク,ウトバラ,ジャングル,コントロ,ビーシッ,ピーコン,コンスタ,ワークス,プリントン,ギリキー,コンピュー,クルカッ,ワンクリ,ブルペン,プラシッ,バタフラ
3,2,1,1,24,1,4,4,19,8,1,5,1,1,2,1,1,4,21,1,15,2,66,2,1,7,4,41,57,1,5,2,5,1,1,1,114,1,1,1,5,1
