カップル,シャーペン,スカウト,ツンデレ,ハラリン,クラスラ,マジガチ,キシペタ,ベロチュー,ハッピー,カードキ,ピンポー,ブラブー,メラハッ,カチャカチ,モジャモジ,ブラコン,ハッキン,パシャパシ,キンシッ,ズタボロ,マジキチ,フカザワ,カンバラ,デレカッ,カンドキ,ブリスタ
27,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,13,2,1,1,1,1,1,3
