ワンピー,カラクリ,バリスタ,ハーピー,ワイポリ,トクノシ,トロベリ,ゴチャゴチ,ルンアー,ブリザー,パープル,ワーカー,コンデブ,パーピー,ウマバッタ,ドンピシ,ドタウン,ブークリ,スーパー,ブーメラ
1,1,7,4,7,25,561,1,14,1,5,22,1,2,1,1,4,170,2,1
