ブラザー,クッキー,カップル,シャーペン,ムシャクシャ,カサコリ,チョコクッ,ポツリポツ,ブラコン,キンシッ,オタクル,バンジー,プルジュー,ブリスタ
1,1,1,1,2,1,1,1,9,3,1,3,1,2
