バンパー,コンクリ,エンジン,ピーカー,コンビー,ポーツカ,ピンカー,クラシッ,ドクグラ,トクグラ,ビンエン,タックル,シーカー,グラウン,キンゲー,カービン,ビーコン,ザーペン,ポツリポツ,タップリ,コントロ,ブツクサ,コンピュー,スーパー,スクリーン
1,1,27,1,1,1,1,1,5,1,2,1,1,2,1,1,1,1,1,1,3,1,4,1,2
