くたくた
['\u3000道中にあったこんびにに車をとめ、母がくれたたっぱーを開いた。こんびにのおにぎりよりもひとまわり大きいおにぎりがふたつ、らっぷにくるまれ入っている。なんとなく具（なか）の想像はついた。僕が一番好きだった鮭と、母特製のだし巻き卵だろう。くたくたになった海苔は、いくぶんらっぷに張り付いているように見える。']
