うとする,しながら,しなかっ
['\u3000かいてーるの喉元を掴みかかり締め上げようとするらんだりるを手で止め、るーふぁすが再びかいてーるに問うた。'],['\u3000りーだー格の男が懐から短剣を取り出しながら言い放った。'],['\u3000かいてーるは、顔を顰めながら痛みに耐え、一言も発しなかった。']
