わなかっ,こんどく,きこちら,くるから,がらこっ,くらうん,のろくさ,うかさく,ころから,つけてく,はきめら,ことでか,うきしな,はっぴー,けたしな,すかわい,わんぱん,にたくさ,でこちら,ふがすれ,からさら,いらしな,しこちら,ことがば,こちから,しゅっぱー,ちんぴら,たっぽい,うかわー,わーくさ,うとする,げたこと,げたくら,かーぺっ,がらせか,がりとぼ,むらから,はっきり,りんかー,かったら,ちらにや,とぼけた,からつけ,からぽろ,うところ,ぺっとぼ,しなとこ,よろしく,ことする,うとうら,くっきー,かったっ,するなよ,しながら,すること,むしゃくしゃ,がらかー,がらこち,しっしと,ことぐら,つらぐら,たらしく,がぶつか,おいわー,からわー,けたこと,ちらから,てくるん,ばきめら
1,1,2,1,1,1,2,1,2,2,5,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,3,4,1,1,7,1,1,1,1,1,2,1,1,1,1,2,1,1,5,2,1,1,3,1,1,3,3,1,1,1,2,1,1,1,1,1,2,1,1,1
