すること,かすこと
"['更には、このげーむの売り上げ結果によって、世の中には《おっさん》を愛する女性が、かなりの数、存在することが発覚することになる。', '更には、このげーむの売り上げ結果によって、世の中には《おっさん》を愛する女性が、かなりの数、存在することが発覚することになる。']",['しかも、第二弾の製作まで決定し、私は腰を抜かすことになる。']
