ドーチカ,バシキー,パーネチ,グリゴー,グリゴリ,シードロ,ベロチカ,ポリカー,パーフカ,コンスタ,ポーリン,スタシー,ボリスラ,マルガリ
5,1,1,2,3,2,1,3,1,3,1,2,6,1
