ぽつりぽつ,もそうね,かすごく,しながら,ぼやけた,わないじ,めたから,しなかっ
['ぽつりぽつりぽつりと、泉に黒い雫が落ちる間隔が短くなっている気がした。'],['「それもそうね」'],['なんだかすごく、愛されている気がするじゃない。'],['誰に言い聞かせるまでもなく、心の中で浮かんで苦い跡を残しながら消えていった言葉。'],['その代わり、靴音がこちらに近づいてきて、私のぼやけた視界の中に青空が映り込んだ。'],['こんなの、政略結婚って言わないじゃない。'],['「そうだよ。将軍は日頃から働き詰めでね。この前私を殺しに来た暗殺者を仕留めたから、その褒美にと思って。へれんとの間に子供も出来るしね。時期的にもちょうどいいだろう？」'],['驚愕の声を上げた将軍に王太子は返事をしなかった。']
