スクラン,ピーチク
['\u3000今日のメニューは丸パンと湯気をたてるコンソメスープ、数種類のハムに野菜サラダ、バターたっぷりのスクランブルエッグだ。\n'],"['\u3000うんざりだ。ピーチクピーチクうるさい事このうえない。\n', '\u3000うんざりだ。ピーチクピーチクうるさい事このうえない。\n']"
