ブーメラ,ツートッ,ドタバタ
['\u3000今さら戻って頭を下げさせるつもりはないが、少しくらいは改善させるべきなのかと頭を悩ませた事は過去から現在まで幾度となく。ユランの行動の背景を把握しているから無闇に他人が口を出していいのかと気遣いもするし、何より発言によっては華麗なブーメラン、攻撃力を増して自らに降り掛かってきかねない。\n'],['\u3000しかも今集っているのは学園のツートップ。王族という点はギアも同じとはいえ、上級生である事も加味すればもう少し緊張とかがあってもいいのではないだろうか。\n'],['\u3000ドタバタと体の大きさに準じた音を立てて、ユランが教室に雪崩れ込む勢いで入ってきた。走ってきたのは音で気付いていたが、室内を走っただけで額にはうっすら汗が浮かんでいる。確かに広い学園だが、どれだけ必死に走ったのか。\n']
