きらきら,どきどき,にこにこ,ついつい
['小さいときは、いつもいつも旦那様の周りをくっついてまわって、博識な旦那様のお話を目をきらきらさせながら聞いていた。'],"['「まあ、昔から大好きだった人と結ばれたんだもの。どきどきしてあまり食べられてないのかしら？」', 'そうね、いつもどきどきするわ。']",['なんだかよくわからなくて怖かったけど、いつも優しくにこにこしているお兄様が、とっても真面目な顔でそういうのなら、私は帰った方がいいのだろう。'],['この姉のことが大好きだから、嫁いでもなお、ついつい会いにいってしまう。']
