うしてか,くっつい,がしたか,はっきり,どきする,うとする,たらとっ,するから,しくにこ,からだっ,てかわい,だったか,たっぷり,ばっかり,からずっ,からかっ,ころから,かったか,しくとっ,ことがた
2,2,1,2,1,2,1,2,1,1,1,3,1,2,3,1,1,1,1,1
