ホッゴホ,ガタゴト,クッキー,トップス
['「だ、だいじょ、ゲホッゴホッ…」\n'],['\u3000一日目の夕刻にはすでに激しい馬車酔いとなり、ガタゴトと揺れる馬車の中でほとんど眠る事もできず、二日目からは食べ物を吐くようになり、水やお粥だけを僅かに口にして、旅を続けた。\n'],"['\u3000ヴィアは皿に盛られたクッキーを一つ手に取り、無造作に二つに割って、その一つを口に入れた。\n', '「これは香草のクッキーですの。\n', '\u3000どうぞ、と言われ、アレクはクッキーを口に入れる。\n', '\u3000ヴィアはこの程度の甘味なら平気だわと、ゆっくりカピタを咀嚼する。あっさりとしたクッキーも好きだが、時々、とても甘いお菓子を食べたくなるのだ。\n']",['\u3000今宵、セディアが身に纏うのは、レースをかけたトップスのウエスト部分から幾重にも重なったレースが広がる、薄紅色のドレスだ。\n']
