ハッキリ,スッキリ
"['「いいと思います…でもあまりハッキリした色のは…」\n', '「いいや、こういうことはハッキリと言うべきだ。本人のためにもね」\n']",['「ならお手持ちの小袋に薄荷飴を入れておきます。酔った時に舐めるとスッキリしますよ」\n']
